age,education,job,income,house,credit,sex,relationship,country,savings,purpose,credit_score,expenses,loan
51,phd,ceo,107180,own,22667,male,single,europa,101447,house,5,4285,good
34,phd,ceo,91293,rent,22275,female,single,europa,101381,education,4,3999,good
49,phd,ceo,100762,rent,16472,male,divorziato/a,extra-europa,99459,education,5,4040,good
35,phd,ceo,106967,rent,9970,male,vedovo/a,italia,121696,car,3,3930,good
33,phd,ceo,110431,own,16849,male,vedovo/a,extra-europa,115397,car,4,3974,good
37,triennale,manager,93019,rent,12337,male,sposato/a,italia,81296,car,4,3128,good
50,phd,ceo,88768,rent,19389,female,divorziato/a,italia,103872,car,5,4032,good
33,phd,manager,94378,rent,27631,female,sposato/a,europa,68650,car,5,3075,good
43,magistrale,manager,81281,rent,31315,female,sposato/a,extra-europa,91982,house,6,3024,good
39,phd,impiegato,64314,rent,16334,male,single,extra-europa,63370,furniture,5,1182,good
55,phd,ceo,93373,rent,49759,male,vedovo/a,europa,112213,education,4,3922,good
55,triennale,ceo,104122,rent,27076,male,divorziato/a,extra-europa,101453,car,3,3887,good
48,triennale,manager,81904,own,38517,female,divorziato/a,europa,78152,house,5,2881,good
37,triennale,ceo,112004,rent,868,female,single,europa,99788,house,4,3856,good
55,phd,ceo,104813,own,4156,male,divorziato/a,europa,96817,education,5,3878,good
47,triennale,impiegato,62887,own,40485,female,sposato/a,extra-europa,80905,car,6,1127,good
42,phd,ceo,85110,own,6596,female,divorziato/a,italia,110844,house,4,4106,good
46,magistrale,manager,80598,rent,9247,male,sposato/a,italia,93724,car,6,2947,good
55,triennale,ceo,102720,rent,24074,female,sposato/a,italia,93389,car,3,3935,good
32,magistrale,ceo,96481,own,27604,male,sposato/a,europa,109473,furniture,6,4021,good
40,triennale,manager,88300,rent,22966,female,divorziato/a,extra-europa,103193,car,6,2852,good
40,triennale,manager,90669,own,40711,male,sposato/a,italia,78742,car,6,2981,good
34,magistrale,ceo,94827,own,43039,male,sposato/a,europa,83291,house,4,4037,good
40,phd,ceo,99016,own,36395,male,sposato/a,italia,81449,furniture,4,3996,good
53,magistrale,ceo,103861,rent,40335,male,sposato/a,italia,93196,car,6,4013,good
38,phd,manager,94159,rent,15122,female,sposato/a,extra-europa,89828,furniture,3,2949,good
52,magistrale,ceo,118569,own,49429,male,divorziato/a,italia,104567,furniture,6,3992,good
38,phd,ceo,105101,rent,18691,male,sposato/a,italia,97596,education,4,4008,good
30,triennale,manager,84472,rent,35217,male,single,extra-europa,90504,car,6,2991,good
48,phd,manager,94077,rent,44479,female,vedovo/a,europa,70982,education,6,3099,good
44,magistrale,ceo,80560,own,4943,male,single,europa,75619,house,6,3808,good
58,triennale,impiegato,63623,rent,11513,male,divorziato/a,extra-europa,63880,car,5,1203,good
38,phd,ceo,109376,rent,4839,male,divorziato/a,extra-europa,85751,car,6,3938,good
37,phd,impiegato,69166,rent,27109,male,sposato/a,extra-europa,59394,education,6,1245,good
56,phd,manager,94322,rent,1202,male,vedovo/a,extra-europa,80659,education,3,2911,good
56,phd,ceo,91678,own,36183,male,vedovo/a,europa,108332,house,6,4061,good
56,phd,ceo,80573,rent,44761,female,sposato/a,italia,106922,education,6,3916,good
31,magistrale,manager,83932,own,46351,male,divorziato/a,extra-europa,81270,car,3,2950,good
58,magistrale,manager,94291,own,22233,male,divorziato/a,italia,74797,house,4,3139,good
53,triennale,ceo,93596,own,48388,female,single,italia,105355,house,4,3995,good
46,phd,manager,84891,rent,2983,female,divorziato/a,extra-europa,91957,education,5,2929,good
55,phd,ceo,92155,own,1563,female,sposato/a,europa,96761,education,6,3972,good
50,magistrale,manager,92349,rent,46364,male,single,europa,80147,house,5,3137,good
55,phd,manager,81088,rent,36443,female,divorziato/a,italia,64465,house,5,2921,good
43,triennale,manager,81005,rent,23609,female,sposato/a,italia,68883,house,3,2839,good
42,triennale,manager,83745,rent,12659,female,sposato/a,extra-europa,85412,furniture,4,2978,good
51,phd,manager,87929,rent,3368,female,sposato/a,italia,81617,furniture,3,2961,good
33,magistrale,manager,84271,rent,29793,female,vedovo/a,europa,92059,furniture,3,2987,good
53,magistrale,ceo,98250,own,31091,male,sposato/a,extra-europa,89420,furniture,6,4020,good
31,triennale,ceo,95733,rent,33664,male,single,europa,94564,furniture,3,4036,good
42,triennale,ceo,90333,rent,35389,male,single,italia,92845,furniture,6,4086,good
53,phd,ceo,87764,rent,43158,male,single,italia,95262,education,5,3981,good
44,triennale,ceo,94790,own,273,male,vedovo/a,europa,104733,car,4,3885,good
41,phd,manager,83503,own,11606,male,sposato/a,extra-europa,63355,car,3,2774,good
36,phd,ceo,114247,rent,27460,male,sposato/a,europa,90244,house,6,4057,good
36,magistrale,ceo,101442,rent,3954,female,divorziato/a,extra-europa,108440,house,4,4018,good
45,triennale,ceo,90412,rent,282,male,divorziato/a,italia,94645,house,6,4065,good
44,phd,ceo,120641,rent,9018,male,divorziato/a,extra-europa,105090,furniture,6,4057,good
55,magistrale,impiegato,58874,rent,43725,male,divorziato/a,extra-europa,68727,car,5,1187,good
36,magistrale,impiegato,67994,own,15885,female,divorziato/a,europa,58705,house,5,1248,good
38,phd,impiegato,60252,rent,36896,male,sposato/a,italia,65365,education,6,1467,good
39,triennale,manager,81837,rent,15267,male,single,extra-europa,97574,house,3,2956,good
55,phd,ceo,117600,rent,3998,male,single,italia,108676,furniture,5,3895,good
42,phd,manager,93479,rent,1804,female,divorziato/a,europa,92760,car,5,2927,good
58,triennale,manager,80257,rent,6648,male,vedovo/a,italia,79925,furniture,5,2829,good
53,triennale,manager,81120,rent,41436,female,sposato/a,extra-europa,88267,furniture,3,2911,good
57,magistrale,impiegato,52474,rent,14143,female,single,europa,56819,furniture,6,1307,good
51,phd,ceo,98522,own,10544,female,divorziato/a,europa,99713,house,4,4027,good
56,triennale,manager,83509,own,1757,female,sposato/a,extra-europa,74920,car,3,2729,good
57,triennale,impiegato,61752,rent,4833,female,sposato/a,italia,56037,furniture,5,1283,good
48,phd,impiegato,57946,own,28192,male,single,italia,61870,house,6,1376,good
57,phd,ceo,94442,own,25667,female,vedovo/a,europa,106134,car,5,3986,good
46,phd,ceo,104391,rent,28888,male,sposato/a,italia,98868,education,3,4132,good
43,triennale,manager,85938,rent,19936,female,sposato/a,europa,94743,house,3,3105,good
41,phd,ceo,96274,rent,26134,female,sposato/a,italia,107939,education,6,4103,good
30,triennale,ceo,99550,own,2998,female,sposato/a,europa,108451,car,6,4131,good
37,magistrale,impiegato,76135,rent,722,female,single,europa,75400,car,5,1209,good
53,phd,ceo,90415,own,18151,male,sposato/a,italia,115566,house,4,3903,good
30,phd,manager,83299,rent,27087,male,sposato/a,europa,78572,furniture,3,2955,good
51,magistrale,manager,84588,rent,15406,male,divorziato/a,extra-europa,84779,house,4,3044,good
59,magistrale,manager,90644,rent,42879,female,divorziato/a,europa,67581,house,4,3145,good
34,magistrale,manager,99380,rent,17624,male,sposato/a,extra-europa,70235,house,5,3056,good
47,magistrale,manager,87566,rent,47807,female,divorziato/a,europa,82395,furniture,6,2975,good
32,triennale,manager,81459,rent,12161,male,divorziato/a,italia,81077,car,6,2971,good
37,phd,ceo,116748,rent,20277,male,divorziato/a,italia,102451,house,6,3938,good
56,triennale,manager,98937,own,14021,female,sposato/a,extra-europa,82035,car,3,2818,good
31,phd,ceo,100263,own,22835,male,divorziato/a,extra-europa,111600,house,4,3889,good
43,phd,impiegato,59067,rent,21308,male,divorziato/a,europa,65656,furniture,6,1343,good
57,triennale,manager,83731,own,19120,male,sposato/a,italia,76350,car,6,2871,good
43,magistrale,manager,86333,rent,42393,male,sposato/a,europa,88170,house,3,2982,good
39,phd,ceo,98154,rent,2503,male,sposato/a,extra-europa,105910,house,6,3873,good
43,triennale,manager,98453,own,20532,female,sposato/a,italia,83570,car,3,2995,good
58,magistrale,manager,88350,rent,44744,male,vedovo/a,extra-europa,83625,furniture,6,2996,good
35,triennale,manager,86991,rent,3203,female,vedovo/a,italia,78595,car,5,3111,good
40,phd,manager,85730,own,26799,male,sposato/a,europa,82025,education,6,2975,good
36,phd,ceo,109669,own,12519,female,sposato/a,extra-europa,104925,education,6,4048,good
35,phd,ceo,104430,rent,13195,male,sposato/a,extra-europa,98169,furniture,4,3957,good
56,triennale,manager,86084,rent,33742,male,sposato/a,italia,75694,furniture,3,3066,good
31,phd,impiegato,79617,rent,21222,female,single,italia,61844,education,6,1370,good
48,phd,ceo,120384,rent,43498,female,sposato/a,extra-europa,94424,education,6,3874,good
33,phd,ceo,116934,own,39774,female,sposato/a,extra-europa,91189,education,3,4026,good
49,triennale,manager,89408,rent,16843,male,vedovo/a,europa,73719,house,3,2959,good
31,phd,manager,84687,own,2411,female,single,extra-europa,66962,car,3,3128,good
49,phd,ceo,89880,own,20134,female,divorziato/a,italia,98320,car,5,4154,good
46,phd,ceo,111362,own,26632,male,sposato/a,italia,92916,education,4,4130,good
52,phd,ceo,108187,own,31342,female,vedovo/a,italia,95695,education,6,3840,good
31,phd,ceo,98736,rent,9328,female,divorziato/a,europa,90339,education,6,3897,good
37,triennale,manager,85717,none,30659,male,single,extra-europa,59925,car,4,2864,good
36,phd,manager,92733,rent,13869,male,vedovo/a,italia,77556,house,4,3173,good
56,magistrale,manager,103598,own,42665,male,single,europa,82364,furniture,6,3140,good
47,triennale,impiegato,51433,rent,48383,female,sposato/a,europa,51817,car,5,1252,good
44,phd,manager,93302,rent,1225,female,sposato/a,extra-europa,82067,house,4,2965,good
51,phd,ceo,98211,rent,41385,female,vedovo/a,extra-europa,97327,car,5,4108,good
43,phd,impiegato,66882,own,48368,male,divorziato/a,italia,65298,furniture,5,1153,good
30,triennale,ceo,92694,rent,48504,male,sposato/a,italia,97051,furniture,3,3956,good
48,phd,ceo,87973,rent,4166,male,single,italia,84695,education,4,3957,good
37,triennale,manager,89872,rent,48748,male,single,extra-europa,88007,car,5,3069,good
39,phd,ceo,91980,rent,26042,male,single,europa,90498,education,6,3922,good
46,phd,manager,96070,rent,36282,male,vedovo/a,europa,93228,furniture,3,2934,good
50,magistrale,ceo,97661,own,25012,female,vedovo/a,extra-europa,91509,house,3,3949,good
54,magistrale,impiegato,69006,own,6885,male,vedovo/a,italia,48604,furniture,5,1106,good
40,triennale,impiegato,86188,own,31625,male,divorziato/a,extra-europa,53496,furniture,6,1248,good
50,phd,manager,85077,rent,35911,male,vedovo/a,italia,76494,education,3,3026,good
47,magistrale,ceo,117991,rent,30227,male,divorziato/a,italia,111879,furniture,4,4053,good
38,triennale,ceo,103041,own,22353,female,divorziato/a,europa,91357,car,6,4029,good
38,phd,ceo,91804,rent,23292,male,sposato/a,italia,103623,education,3,3828,good
44,phd,ceo,95447,own,28995,male,sposato/a,europa,105145,furniture,4,3889,good
33,magistrale,ceo,94928,rent,12411,male,sposato/a,europa,113828,house,4,4084,good
54,magistrale,ceo,103178,rent,4593,male,single,europa,99615,furniture,4,4029,good
46,magistrale,ceo,92294,rent,5759,female,sposato/a,europa,86163,furniture,4,4016,good
51,magistrale,ceo,101708,rent,35736,female,sposato/a,europa,95666,furniture,3,3906,good
38,magistrale,manager,81157,own,44691,male,divorziato/a,italia,89986,car,6,2920,good
58,triennale,ceo,106438,rent,29748,male,divorziato/a,extra-europa,100663,house,5,3972,good
49,phd,ceo,105453,rent,21547,female,vedovo/a,extra-europa,116150,car,5,4179,good
37,triennale,ceo,101901,rent,31542,male,divorziato/a,italia,96839,furniture,3,3987,good
37,triennale,impiegato,67534,own,49605,male,sposato/a,extra-europa,82588,house,6,1329,good
33,triennale,ceo,85756,own,49448,male,single,italia,94281,house,4,3809,good
36,triennale,manager,93896,rent,40554,male,divorziato/a,extra-europa,93832,house,3,2991,good
48,phd,manager,101457,rent,1854,male,divorziato/a,italia,88508,furniture,4,3070,good
45,phd,ceo,106838,own,6571,female,divorziato/a,extra-europa,111143,education,6,4119,good
49,phd,manager,83992,rent,48452,male,divorziato/a,italia,79940,car,5,2863,good
41,magistrale,ceo,110001,own,49916,female,vedovo/a,italia,101760,house,4,4223,good
54,phd,ceo,111450,own,25968,male,vedovo/a,extra-europa,100853,education,3,3819,good
43,phd,impiegato,56812,own,30955,female,sposato/a,extra-europa,60809,house,5,1146,good
34,phd,manager,89997,own,22,female,sposato/a,extra-europa,63311,furniture,4,3012,good
39,triennale,manager,82954,rent,17640,male,sposato/a,extra-europa,78243,house,3,2994,good
57,magistrale,impiegato,53308,rent,11235,female,sposato/a,extra-europa,52165,furniture,6,1333,good
57,phd,ceo,105783,own,11506,male,divorziato/a,italia,131909,education,5,3990,good
37,magistrale,impiegato,53875,rent,19983,male,sposato/a,italia,55203,car,6,1441,good
54,magistrale,impiegato,53104,own,27583,male,vedovo/a,italia,43008,furniture,5,1181,good
48,phd,manager,82389,rent,37445,female,sposato/a,europa,88679,car,6,2867,good
53,triennale,impiegato,60108,rent,19158,female,vedovo/a,italia,54742,car,5,1269,good
30,phd,manager,87529,rent,17955,male,single,europa,53286,furniture,3,2873,good
52,triennale,ceo,87005,rent,40858,male,divorziato/a,extra-europa,89082,furniture,3,4021,good
55,magistrale,ceo,108576,rent,30341,female,vedovo/a,europa,108672,house,5,3821,good
53,triennale,impiegato,60795,rent,6594,male,vedovo/a,extra-europa,55413,furniture,5,1242,good
44,triennale,ceo,114439,own,36927,male,single,italia,99783,house,6,3928,good
41,phd,manager,89438,own,49170,female,divorziato/a,europa,87316,furniture,4,3150,good
50,triennale,manager,96680,own,10659,male,divorziato/a,europa,92323,house,3,2942,good
41,phd,ceo,117535,own,19753,male,sposato/a,extra-europa,109726,education,6,4085,good
57,magistrale,manager,87084,own,21042,female,divorziato/a,italia,79249,house,4,2952,good
55,magistrale,ceo,118175,own,568,male,single,europa,96931,car,4,3936,good
41,phd,manager,101670,rent,39517,male,single,italia,80833,house,6,3006,good
41,phd,ceo,95038,rent,47146,male,vedovo/a,italia,100229,education,4,3942,good
53,phd,manager,94100,own,4626,female,sposato/a,europa,83256,furniture,3,3085,good
45,triennale,ceo,117184,rent,36883,male,sposato/a,extra-europa,100030,car,4,4061,good
55,magistrale,impiegato,62356,rent,34933,male,vedovo/a,extra-europa,51408,furniture,5,1453,good
55,triennale,manager,81629,rent,12362,male,vedovo/a,europa,83880,car,4,3036,good
48,phd,ceo,102705,own,1610,male,divorziato/a,extra-europa,100177,education,6,4033,good
39,triennale,impiegato,67441,own,47719,male,single,extra-europa,61802,house,5,1325,good
42,phd,ceo,102958,rent,33303,female,divorziato/a,europa,85579,car,6,4177,good
52,triennale,manager,87049,rent,36840,female,vedovo/a,extra-europa,72371,car,4,2825,good
47,phd,ceo,87556,rent,38947,female,sposato/a,extra-europa,90725,furniture,4,3963,good
30,triennale,manager,81382,rent,27134,male,divorziato/a,europa,78097,furniture,6,3160,good
43,magistrale,ceo,102380,own,38301,female,single,europa,92334,house,6,4075,good
37,magistrale,manager,102759,rent,22299,male,sposato/a,extra-europa,70244,house,5,2993,good
42,phd,manager,82965,own,1414,male,divorziato/a,europa,80014,education,6,2894,good
38,triennale,ceo,101483,own,38529,male,divorziato/a,extra-europa,107710,furniture,4,3913,good
59,triennale,manager,98810,own,18130,male,divorziato/a,europa,70289,car,4,2979,good
50,phd,ceo,117494,rent,8512,male,sposato/a,europa,89206,education,5,3783,good
40,triennale,ceo,93051,rent,970,male,divorziato/a,europa,101488,house,3,3921,good
51,triennale,manager,90598,rent,49711,male,vedovo/a,italia,69697,house,5,2849,good
40,triennale,impiegato,51022,rent,11656,male,divorziato/a,italia,64385,furniture,6,1246,good
40,phd,impiegato,61637,own,41399,male,divorziato/a,europa,46072,education,5,1440,good
42,magistrale,ceo,116488,rent,7860,male,divorziato/a,extra-europa,105034,car,6,4011,good
30,triennale,manager,98958,rent,26943,female,sposato/a,extra-europa,70160,car,6,3001,good
39,magistrale,ceo,83036,own,25346,female,divorziato/a,italia,96573,furniture,4,4170,good
45,triennale,impiegato,62576,rent,48839,female,sposato/a,europa,65408,car,6,1229,good
49,phd,impiegato,55628,own,8776,female,vedovo/a,extra-europa,66770,house,5,1046,good
32,triennale,impiegato,53124,rent,5098,female,divorziato/a,extra-europa,57829,car,5,1325,good
33,phd,manager,80025,own,31885,male,sposato/a,extra-europa,82618,car,4,2756,good
53,phd,ceo,103883,rent,40597,female,vedovo/a,extra-europa,93782,furniture,5,3984,good
37,triennale,impiegato,50034,own,34761,male,single,extra-europa,78809,furniture,6,1148,good
40,magistrale,manager,96113,rent,23987,female,sposato/a,extra-europa,72706,furniture,3,3113,good
44,phd,ceo,85354,rent,5682,female,single,extra-europa,108794,house,3,4071,good
54,magistrale,ceo,105999,rent,31744,male,sposato/a,europa,93716,house,3,4008,good
41,magistrale,manager,81973,rent,9091,male,divorziato/a,extra-europa,68779,furniture,6,2973,good
39,triennale,manager,84600,own,23183,male,divorziato/a,extra-europa,78176,furniture,3,3016,good
31,triennale,ceo,106847,rent,14902,male,divorziato/a,italia,83635,car,3,3994,good
33,magistrale,impiegato,72493,rent,43987,male,vedovo/a,europa,62338,car,5,1239,good
46,magistrale,manager,90628,own,27147,female,vedovo/a,extra-europa,80501,house,4,2979,good
41,phd,manager,86834,rent,34957,female,single,europa,52991,furniture,4,3057,good
59,triennale,impiegato,72488,own,32489,female,divorziato/a,italia,59880,furniture,6,1373,good
35,phd,ceo,84216,rent,23595,female,divorziato/a,europa,110570,car,5,4011,good
54,magistrale,manager,86923,own,32549,male,vedovo/a,europa,82078,car,3,2851,good
34,phd,ceo,97926,rent,4804,female,single,italia,104134,house,6,3788,good
42,phd,ceo,90471,own,33985,female,divorziato/a,italia,102363,education,5,4128,good
52,phd,ceo,100887,rent,14431,male,sposato/a,europa,109779,education,3,3902,good
40,magistrale,impiegato,56720,rent,17581,female,sposato/a,extra-europa,53614,car,5,1325,good
47,phd,ceo,101736,rent,15024,male,single,europa,96102,furniture,3,4086,good
58,phd,impiegato,60864,own,46259,female,sposato/a,extra-europa,56195,car,5,1469,good
50,phd,ceo,124741,rent,32707,male,single,europa,116102,education,6,4079,good
34,phd,manager,98307,rent,30469,female,divorziato/a,extra-europa,81594,house,3,3033,good
57,triennale,ceo,94377,rent,30654,male,divorziato/a,europa,97640,house,5,3996,good
32,phd,impiegato,54164,rent,33455,male,divorziato/a,europa,67254,education,5,1159,good
56,phd,ceo,100842,rent,9886,male,vedovo/a,europa,102751,car,6,4038,good
51,phd,ceo,108984,own,2158,female,sposato/a,italia,91631,house,5,3913,good
41,magistrale,ceo,103012,rent,22134,female,sposato/a,italia,102839,house,3,3971,good
32,phd,ceo,98070,rent,22660,male,single,italia,82685,house,3,3889,good
51,magistrale,impiegato,51047,rent,22713,female,divorziato/a,europa,52021,furniture,6,1312,good
45,triennale,ceo,131300,rent,32765,male,divorziato/a,extra-europa,105946,car,3,3910,good
59,phd,ceo,80895,rent,25356,male,single,italia,108149,car,3,4085,good
44,phd,ceo,99745,rent,34593,female,divorziato/a,italia,102144,car,5,4021,good
56,triennale,manager,83884,rent,22383,male,sposato/a,italia,63363,furniture,6,2854,good
51,phd,impiegato,57262,rent,21208,male,sposato/a,europa,56928,furniture,5,1237,good
48,magistrale,manager,91910,own,2560,male,vedovo/a,europa,86503,house,4,2900,good
48,phd,ceo,110900,rent,24346,male,divorziato/a,extra-europa,106323,car,5,3999,good
43,triennale,manager,81158,rent,10087,female,single,europa,89677,furniture,5,3080,good
31,phd,impiegato,61976,rent,11619,male,sposato/a,italia,58674,education,6,1208,good
30,phd,ceo,97850,rent,10106,female,vedovo/a,italia,99668,education,3,4080,good
38,phd,manager,80480,rent,9391,female,sposato/a,europa,77302,furniture,4,2799,good
51,phd,ceo,99113,own,140,female,sposato/a,extra-europa,100050,furniture,5,3929,good
43,triennale,ceo,116396,rent,16056,male,single,italia,97182,car,5,4074,good
50,magistrale,impiegato,79003,own,8583,male,divorziato/a,italia,60777,house,5,1284,good
43,phd,manager,85362,own,15037,male,sposato/a,italia,90089,house,4,3003,good
44,phd,ceo,93181,own,28361,female,sposato/a,extra-europa,100804,education,4,4100,good
35,phd,ceo,102827,rent,19535,female,single,extra-europa,98446,education,3,3972,good
59,phd,manager,93334,rent,4304,male,divorziato/a,italia,83925,education,4,3182,good
43,triennale,impiegato,50322,rent,19412,female,divorziato/a,europa,55887,furniture,5,1066,good
52,triennale,manager,91638,own,921,male,vedovo/a,europa,73201,car,5,2918,good
51,triennale,ceo,92661,rent,18943,male,vedovo/a,italia,94534,car,4,4099,good
48,phd,ceo,107657,rent,32767,male,divorziato/a,europa,102229,car,6,3744,good
32,magistrale,ceo,98617,rent,36287,female,sposato/a,europa,95544,car,4,3978,good
45,phd,ceo,103942,own,47084,male,sposato/a,extra-europa,102404,furniture,4,4042,good
54,phd,impiegato,52318,own,32313,male,divorziato/a,europa,53034,house,6,1252,good
45,triennale,ceo,111718,rent,12119,male,divorziato/a,italia,99594,furniture,4,3908,good
52,phd,ceo,99198,own,3823,female,sposato/a,italia,99616,furniture,5,4074,good
54,phd,ceo,82248,rent,7330,female,sposato/a,europa,96561,house,3,3737,good
49,phd,ceo,105470,rent,13827,female,single,europa,101270,furniture,4,4086,good
54,triennale,ceo,86182,rent,47878,female,divorziato/a,extra-europa,88120,car,4,3874,good
33,phd,manager,93049,own,2270,female,single,italia,87333,car,5,3059,good
44,triennale,manager,91211,rent,40734,female,single,europa,74956,house,5,3003,good
48,magistrale,impiegato,61804,rent,40565,female,divorziato/a,europa,51275,furniture,5,1435,good
30,phd,ceo,107792,own,8364,female,divorziato/a,europa,106489,car,3,3987,good
48,phd,impiegato,51150,rent,25882,male,vedovo/a,italia,61460,car,6,1302,good
49,magistrale,ceo,98493,rent,48110,male,sposato/a,extra-europa,110216,house,6,4042,good
34,triennale,manager,96287,rent,30388,male,sposato/a,italia,90419,house,4,3204,good
43,magistrale,manager,82515,rent,11989,female,single,europa,81665,car,5,3112,good
45,phd,ceo,103543,own,45930,male,sposato/a,extra-europa,84964,house,3,4168,good
57,triennale,manager,94308,rent,19363,female,divorziato/a,extra-europa,104692,car,4,3006,good
42,triennale,manager,94879,rent,46387,female,sposato/a,extra-europa,78711,house,6,2981,good
56,magistrale,impiegato,67038,own,19433,female,sposato/a,italia,40921,car,5,1156,good
46,triennale,manager,91216,rent,22943,female,divorziato/a,europa,80526,house,6,2945,good
56,magistrale,manager,97786,rent,41856,female,single,europa,79050,car,6,2906,good
40,magistrale,impiegato,70798,rent,25987,male,divorziato/a,extra-europa,57088,furniture,5,1065,good
49,phd,impiegato,59269,rent,4666,female,sposato/a,extra-europa,57982,education,5,1236,good
45,triennale,manager,86757,rent,46266,male,vedovo/a,extra-europa,72840,furniture,5,2958,good
31,magistrale,ceo,90273,rent,1952,female,divorziato/a,extra-europa,101205,car,3,4006,good
53,triennale,ceo,107677,rent,6754,male,sposato/a,italia,104298,house,5,4006,good
34,phd,ceo,113345,rent,28002,male,sposato/a,europa,97435,education,5,4037,good
30,phd,manager,81256,rent,17575,male,divorziato/a,extra-europa,97555,car,3,2790,good
32,phd,ceo,112165,rent,8510,female,sposato/a,extra-europa,88300,education,3,4088,good
47,phd,manager,81065,rent,6545,male,sposato/a,extra-europa,67084,furniture,3,2901,good
58,phd,manager,86030,own,4818,female,sposato/a,italia,74021,car,4,3011,good
38,magistrale,impiegato,55041,rent,39058,male,sposato/a,europa,67548,furniture,6,1320,good
30,phd,ceo,86203,rent,4805,female,sposato/a,europa,110387,furniture,6,4085,good
36,phd,ceo,109083,rent,36590,male,single,italia,100459,house,4,4106,good
50,magistrale,manager,94785,rent,48094,female,divorziato/a,italia,81586,furniture,6,2976,good
49,magistrale,ceo,96946,rent,39507,male,divorziato/a,europa,90758,car,3,3982,good
50,phd,ceo,87035,rent,10891,male,divorziato/a,italia,113840,education,5,4057,good
49,triennale,manager,83951,own,4468,male,single,extra-europa,92144,car,3,2871,good
59,magistrale,impiegato,67528,rent,5580,female,vedovo/a,italia,60245,car,5,1192,good
50,magistrale,ceo,94889,rent,7572,male,vedovo/a,extra-europa,108618,furniture,4,4009,good
56,triennale,impiegato,81039,rent,5000,female,sposato/a,europa,52622,car,5,1284,good
58,magistrale,ceo,94334,rent,40242,male,divorziato/a,europa,102028,car,4,4201,good
43,phd,manager,96036,rent,13517,male,sposato/a,europa,73612,car,6,3005,good
45,phd,manager,86004,own,32523,female,sposato/a,italia,55657,education,4,3022,good
49,magistrale,manager,95851,rent,35014,male,divorziato/a,extra-europa,94552,house,4,3094,good
47,triennale,manager,82114,own,27939,female,single,europa,81377,house,5,2902,good
35,triennale,manager,85080,own,10777,male,divorziato/a,italia,87702,house,5,2948,good
51,phd,ceo,109929,rent,5466,female,divorziato/a,extra-europa,100912,education,5,4144,good
49,phd,ceo,90112,rent,7038,male,sposato/a,europa,97143,house,4,4000,good
42,phd,manager,86029,rent,15919,male,vedovo/a,italia,96958,house,3,2972,good
33,triennale,manager,84161,own,30473,male,divorziato/a,italia,91295,car,5,2983,good
52,phd,manager,80894,rent,43720,male,vedovo/a,europa,72210,house,4,2998,good
36,triennale,ceo,104130,own,10204,male,sposato/a,europa,101501,car,6,4148,good
48,magistrale,manager,90062,rent,32698,female,single,italia,94691,car,5,3116,good
37,magistrale,ceo,92804,own,26125,male,sposato/a,europa,100939,furniture,4,3773,good
40,triennale,ceo,105597,rent,42948,male,sposato/a,europa,104114,house,5,3948,good
54,magistrale,ceo,110122,own,43647,female,single,europa,82948,car,4,4056,good
34,magistrale,manager,81671,rent,27847,female,divorziato/a,italia,76909,furniture,6,2981,good
54,phd,ceo,96024,own,40602,female,sposato/a,extra-europa,90185,house,5,4004,good
58,magistrale,manager,85297,own,43763,female,single,europa,84038,car,6,3074,good
32,magistrale,ceo,94651,rent,30657,male,sposato/a,europa,104820,car,4,3955,good
44,magistrale,impiegato,56132,own,14571,female,single,italia,70827,house,5,1157,good
31,phd,ceo,97390,rent,2152,male,divorziato/a,extra-europa,109670,furniture,6,4055,good
31,magistrale,manager,81218,own,31385,male,single,europa,82343,house,5,3059,good
31,triennale,ceo,102706,own,9905,female,sposato/a,extra-europa,106903,furniture,5,3953,good
54,phd,manager,83241,rent,37136,male,sposato/a,italia,91267,education,4,2928,good
44,phd,ceo,87078,own,25573,female,single,extra-europa,91849,house,5,4053,good
33,phd,manager,83995,own,16713,male,single,italia,75467,house,4,2911,good
42,triennale,ceo,102674,rent,20602,female,sposato/a,italia,94100,furniture,3,3915,good
47,phd,ceo,99458,own,8280,female,single,italia,97646,furniture,4,4125,good
55,magistrale,manager,84633,own,10168,female,sposato/a,europa,82850,house,5,3047,good
41,phd,ceo,100926,rent,35041,male,sposato/a,italia,102984,education,6,4019,good
46,magistrale,impiegato,72167,rent,18426,male,vedovo/a,italia,64559,car,5,1334,good
54,phd,manager,86961,rent,12621,male,sposato/a,italia,74907,education,6,3083,good
35,magistrale,impiegato,66272,own,43559,female,sposato/a,italia,70573,furniture,6,1158,good
33,triennale,impiegato,59807,own,26393,male,divorziato/a,extra-europa,79952,car,5,1364,good
41,phd,manager,100132,rent,14804,male,divorziato/a,europa,80137,house,3,3111,good
46,magistrale,manager,84489,own,43871,male,divorziato/a,extra-europa,70522,furniture,5,3062,good
38,magistrale,impiegato,57478,own,46380,male,divorziato/a,italia,56659,furniture,6,1347,good
54,magistrale,ceo,97059,rent,29857,male,single,italia,90069,furniture,5,3966,good
48,magistrale,impiegato,61460,rent,14097,male,sposato/a,extra-europa,63136,furniture,5,1304,good
38,phd,ceo,91234,rent,1296,female,divorziato/a,europa,103244,furniture,4,3909,good
36,triennale,impiegato,53538,rent,21083,female,sposato/a,italia,53125,car,5,1262,good
43,phd,impiegato,62193,own,42099,male,vedovo/a,extra-europa,81586,furniture,5,1184,good
32,phd,ceo,98589,rent,15280,male,divorziato/a,italia,112959,car,3,3635,good
