age,education,job,income,house,credit,sex,relationship,country,loan
33,phd,ceo,111698,rent,41970,male,vedovo/a,extra-europa,good
41,phd,ceo,113661,rent,8328,female,divorziato/a,extra-europa,good
59,triennale,ceo,102023,rent,41080,female,vedovo/a,europa,good
31,triennale,manager,89298,own,3988,male,divorziato/a,europa,good
43,phd,ceo,103408,rent,11250,male,single,extra-europa,good
31,triennale,manager,88651,rent,17301,male,single,europa,good
38,triennale,manager,91657,rent,39812,female,vedovo/a,europa,good
30,magistrale,manager,98350,rent,20502,male,sposato/a,europa,good
53,phd,ceo,89371,rent,23305,female,divorziato/a,extra-europa,good
57,phd,ceo,109664,own,16229,female,divorziato/a,europa,good
37,magistrale,ceo,90349,rent,25459,male,sposato/a,europa,good
30,magistrale,impiegato,54713,own,13536,female,divorziato/a,europa,good
50,phd,manager,95514,rent,30012,male,vedovo/a,extra-europa,good
32,triennale,manager,90900,rent,38020,male,sposato/a,italia,good
56,magistrale,impiegato,56371,own,4042,male,vedovo/a,extra-europa,good
45,magistrale,ceo,108195,rent,39639,female,vedovo/a,italia,good
58,triennale,manager,86369,own,31858,male,single,europa,good
52,magistrale,manager,82800,rent,48726,male,sposato/a,italia,good
48,phd,manager,88959,rent,46257,male,divorziato/a,italia,good
32,phd,impiegato,74197,own,10637,female,sposato/a,europa,good
39,triennale,manager,83043,rent,44466,male,divorziato/a,extra-europa,good
47,magistrale,ceo,98640,own,41390,female,sposato/a,extra-europa,good
48,triennale,ceo,99111,rent,1591,female,sposato/a,italia,good
42,phd,ceo,105908,rent,11448,male,vedovo/a,extra-europa,good
41,triennale,ceo,92280,rent,44223,male,single,europa,good
43,triennale,manager,96257,own,33353,male,sposato/a,extra-europa,good
39,phd,manager,85680,rent,23065,female,sposato/a,europa,good
45,phd,impiegato,62878,own,15340,female,sposato/a,europa,good
42,phd,ceo,90473,own,44185,male,divorziato/a,extra-europa,good
44,magistrale,impiegato,56412,own,21179,female,divorziato/a,italia,good
56,phd,manager,80952,own,27014,female,sposato/a,italia,good
52,magistrale,manager,88555,rent,32864,female,sposato/a,italia,good
49,phd,ceo,101599,rent,49277,female,vedovo/a,europa,good
47,phd,ceo,113648,rent,26349,female,divorziato/a,italia,good
30,triennale,manager,96750,rent,32939,male,sposato/a,europa,good
50,phd,ceo,98058,own,48292,female,divorziato/a,extra-europa,good
47,phd,ceo,103385,rent,39645,male,divorziato/a,europa,good
37,phd,ceo,105072,rent,23657,female,divorziato/a,italia,good
46,triennale,impiegato,55449,own,42819,male,vedovo/a,europa,good
38,magistrale,ceo,93558,own,45829,female,sposato/a,italia,good
42,phd,manager,91474,rent,35799,male,sposato/a,italia,good
40,phd,ceo,95779,rent,37034,female,single,europa,good
30,magistrale,impiegato,51482,own,6322,male,sposato/a,europa,good
45,magistrale,ceo,84934,rent,41833,female,divorziato/a,extra-europa,good
48,magistrale,manager,80402,rent,23269,male,sposato/a,italia,good
53,magistrale,ceo,100567,rent,19371,male,vedovo/a,extra-europa,good
34,phd,manager,90225,rent,48537,male,sposato/a,extra-europa,good
47,triennale,manager,80049,rent,26923,male,sposato/a,europa,good
38,magistrale,ceo,109771,rent,47045,female,vedovo/a,italia,good
38,phd,ceo,81049,rent,9795,male,vedovo/a,extra-europa,good
53,magistrale,manager,89005,rent,28359,male,vedovo/a,extra-europa,good
38,triennale,ceo,109775,own,45294,male,single,extra-europa,good
33,magistrale,ceo,97937,rent,37520,female,sposato/a,europa,good
57,phd,ceo,83880,rent,31833,male,sposato/a,italia,good
52,phd,manager,98267,rent,37977,female,divorziato/a,europa,good
50,triennale,ceo,103457,rent,46887,male,divorziato/a,italia,good
49,magistrale,impiegato,57983,own,43371,male,single,italia,good
33,phd,manager,86687,rent,23007,male,single,extra-europa,good
35,phd,impiegato,62359,own,36102,male,divorziato/a,italia,good
33,triennale,manager,80247,own,40339,male,sposato/a,europa,good
33,phd,ceo,101759,own,36213,female,single,italia,good
58,phd,ceo,111729,rent,49402,female,sposato/a,extra-europa,good
55,phd,ceo,81866,rent,10185,male,sposato/a,europa,good
40,phd,manager,93096,own,49856,male,sposato/a,italia,good
56,triennale,manager,86334,rent,13522,male,single,extra-europa,good
49,triennale,impiegato,53191,own,19380,female,single,europa,good
55,phd,impiegato,61575,own,8883,male,divorziato/a,extra-europa,good
44,phd,ceo,90473,own,23045,female,single,italia,good
43,magistrale,manager,86193,rent,19918,male,sposato/a,extra-europa,good
54,magistrale,manager,94308,rent,33873,male,vedovo/a,extra-europa,good
59,phd,ceo,112970,rent,47238,female,divorziato/a,italia,good
44,phd,manager,83425,rent,35328,male,vedovo/a,extra-europa,good
52,magistrale,manager,96592,rent,37823,male,sposato/a,italia,good
41,phd,ceo,93669,own,8600,male,sposato/a,italia,good
31,phd,ceo,96040,rent,29886,female,vedovo/a,italia,good
43,phd,manager,85100,own,21811,male,sposato/a,europa,good
37,phd,ceo,85142,rent,11644,male,divorziato/a,europa,good
42,phd,ceo,103937,own,36672,female,sposato/a,europa,good
54,triennale,manager,84520,rent,18577,male,vedovo/a,extra-europa,good
38,magistrale,impiegato,71170,own,41401,male,divorziato/a,italia,good
44,triennale,manager,91120,rent,13809,male,divorziato/a,europa,good
59,magistrale,ceo,104783,own,33573,male,vedovo/a,italia,good
33,phd,ceo,97095,rent,30195,male,divorziato/a,italia,good
55,triennale,manager,80478,own,18140,male,vedovo/a,italia,good
57,magistrale,manager,91383,rent,24024,female,vedovo/a,italia,good
58,phd,ceo,113914,rent,8520,female,divorziato/a,extra-europa,good
34,phd,manager,83876,own,47509,male,single,italia,good
33,phd,manager,82018,rent,37017,male,sposato/a,extra-europa,good
33,magistrale,manager,82690,own,6247,female,divorziato/a,europa,good
58,phd,impiegato,57619,own,21543,female,sposato/a,extra-europa,good
30,magistrale,manager,90266,rent,31770,female,sposato/a,extra-europa,good
57,triennale,ceo,104540,rent,2377,male,single,extra-europa,good
34,phd,ceo,100171,rent,25512,female,divorziato/a,europa,good
46,triennale,impiegato,72827,own,11782,male,divorziato/a,extra-europa,good
55,phd,manager,92210,rent,25909,female,divorziato/a,europa,good
45,triennale,manager,83107,rent,24165,male,single,europa,good
35,phd,ceo,96329,rent,46785,male,sposato/a,italia,good
56,magistrale,impiegato,56613,own,45035,female,sposato/a,italia,good
53,triennale,manager,102026,rent,28002,female,sposato/a,extra-europa,good
42,triennale,manager,88630,rent,36003,male,vedovo/a,europa,good
45,magistrale,ceo,93777,rent,37456,male,sposato/a,italia,good
36,phd,ceo,93768,rent,10475,male,divorziato/a,italia,good
41,phd,ceo,107323,own,4945,male,sposato/a,italia,good
52,magistrale,manager,88152,rent,29203,female,sposato/a,italia,good
42,phd,manager,85900,rent,19582,female,vedovo/a,extra-europa,good
43,phd,ceo,105989,rent,10670,male,sposato/a,europa,good
45,magistrale,ceo,98449,rent,43690,male,sposato/a,italia,good
42,magistrale,manager,83065,rent,17369,female,vedovo/a,europa,good
51,phd,manager,85465,own,43954,male,sposato/a,extra-europa,good
32,phd,manager,95538,rent,32831,female,sposato/a,extra-europa,good
42,triennale,ceo,82060,own,39321,male,vedovo/a,europa,good
40,magistrale,impiegato,64610,own,13205,male,sposato/a,italia,good
57,magistrale,ceo,99978,own,34194,male,sposato/a,extra-europa,good
32,magistrale,ceo,106235,rent,49170,female,divorziato/a,europa,good
58,triennale,manager,95873,rent,8759,female,vedovo/a,extra-europa,good
48,triennale,manager,82019,rent,44012,male,sposato/a,italia,good
41,magistrale,manager,82353,rent,5655,male,divorziato/a,europa,good
33,triennale,manager,89532,own,15977,male,sposato/a,europa,good
38,triennale,impiegato,67583,own,28839,male,vedovo/a,extra-europa,good
36,triennale,manager,87213,rent,14623,female,sposato/a,europa,good
38,triennale,manager,86766,rent,3158,female,sposato/a,europa,good
41,magistrale,manager,80378,own,22921,male,single,extra-europa,good
42,magistrale,ceo,92953,own,18396,male,sposato/a,extra-europa,good
39,phd,impiegato,67376,own,30112,female,sposato/a,extra-europa,good
37,phd,ceo,108964,rent,36542,male,sposato/a,europa,good
43,magistrale,manager,88284,own,36014,male,sposato/a,extra-europa,good
57,magistrale,manager,89768,own,38479,female,sposato/a,italia,good
53,phd,ceo,96543,rent,40092,male,sposato/a,extra-europa,good
38,triennale,manager,88138,rent,6579,female,single,italia,good
48,triennale,manager,89284,own,37954,female,divorziato/a,italia,good
51,magistrale,manager,86279,rent,20939,female,vedovo/a,europa,good
31,magistrale,ceo,100342,own,37808,female,sposato/a,europa,good
34,phd,ceo,89671,rent,2827,female,divorziato/a,italia,good
34,phd,ceo,110392,rent,36957,female,sposato/a,extra-europa,good
36,phd,ceo,98340,own,31846,male,sposato/a,italia,good
54,phd,ceo,97333,own,33017,male,sposato/a,italia,good
59,magistrale,manager,83583,rent,35364,male,single,italia,good
34,magistrale,manager,80511,own,40953,male,divorziato/a,italia,good
46,triennale,manager,82739,rent,37367,male,vedovo/a,italia,good
40,phd,manager,90024,rent,13765,female,single,italia,good
50,phd,ceo,113937,own,23657,female,sposato/a,italia,good
34,magistrale,impiegato,52196,own,7510,female,single,europa,good
51,phd,ceo,92901,rent,47333,female,divorziato/a,italia,good
50,phd,impiegato,62323,own,39041,female,sposato/a,extra-europa,good
30,phd,manager,99220,rent,488,male,divorziato/a,extra-europa,good
40,triennale,manager,98070,rent,4487,male,single,italia,good
41,triennale,manager,86143,rent,19064,female,sposato/a,italia,good
51,magistrale,impiegato,69077,own,31001,female,divorziato/a,europa,good
33,triennale,impiegato,56518,own,31137,female,divorziato/a,extra-europa,good
48,triennale,manager,97890,rent,45864,female,vedovo/a,europa,good
31,triennale,manager,88783,own,18499,female,vedovo/a,italia,good
52,phd,ceo,114705,own,48568,female,divorziato/a,italia,good
41,phd,ceo,103160,own,12728,male,divorziato/a,europa,good
32,phd,ceo,98726,rent,41558,male,sposato/a,europa,good
51,phd,manager,83372,own,46639,male,divorziato/a,extra-europa,good
56,magistrale,impiegato,64659,own,43444,male,divorziato/a,extra-europa,good
49,phd,ceo,113282,own,264,female,vedovo/a,extra-europa,good
47,phd,ceo,105201,rent,13042,male,single,europa,good
59,triennale,manager,81824,own,36231,female,vedovo/a,europa,good
45,magistrale,ceo,92136,own,22388,female,sposato/a,italia,good
44,phd,ceo,93448,rent,681,male,divorziato/a,italia,good
46,phd,ceo,104172,own,25464,male,single,italia,good
37,magistrale,manager,81972,own,22166,female,sposato/a,europa,good
46,magistrale,manager,80238,rent,2130,male,sposato/a,italia,good
56,triennale,ceo,101505,rent,5518,male,vedovo/a,italia,good
31,magistrale,ceo,96096,rent,541,male,single,extra-europa,good
31,magistrale,ceo,97933,none,41292,female,divorziato/a,extra-europa,good
36,magistrale,manager,104010,own,10884,male,sposato/a,italia,good
43,triennale,manager,89978,rent,16685,male,sposato/a,italia,good
47,triennale,ceo,100642,own,12149,male,divorziato/a,europa,good
40,triennale,impiegato,75881,own,43463,female,single,italia,good
47,phd,ceo,108108,own,23550,female,vedovo/a,europa,good
46,magistrale,impiegato,78362,own,11820,male,vedovo/a,extra-europa,good
54,phd,ceo,113416,rent,14256,male,sposato/a,extra-europa,good
35,phd,manager,82405,rent,44841,female,sposato/a,extra-europa,good
38,magistrale,impiegato,58302,own,38950,male,sposato/a,italia,good
54,phd,impiegato,56157,own,37264,male,divorziato/a,italia,good
48,magistrale,manager,98865,own,20666,female,divorziato/a,extra-europa,good
58,magistrale,ceo,90630,rent,31203,female,sposato/a,italia,good
40,magistrale,impiegato,59017,own,18209,female,divorziato/a,italia,good
46,phd,ceo,108604,rent,42173,male,sposato/a,extra-europa,good
53,triennale,impiegato,63321,own,19696,female,sposato/a,italia,good
43,triennale,manager,84928,rent,25597,male,sposato/a,italia,good
43,triennale,ceo,104649,own,25628,male,divorziato/a,extra-europa,good
31,phd,ceo,94116,rent,16878,female,sposato/a,italia,good
51,phd,ceo,111126,own,10330,male,sposato/a,extra-europa,good
46,triennale,manager,90949,rent,1501,male,divorziato/a,europa,good
30,triennale,impiegato,63064,own,1811,male,divorziato/a,europa,good
51,phd,manager,84957,rent,4180,male,divorziato/a,europa,good
54,magistrale,ceo,102082,rent,45647,male,divorziato/a,extra-europa,good
31,phd,ceo,93877,rent,35347,female,sposato/a,europa,good
36,magistrale,manager,96836,own,43802,female,sposato/a,extra-europa,good
57,triennale,manager,101250,rent,20872,male,vedovo/a,italia,good
42,phd,manager,85995,rent,4036,female,vedovo/a,extra-europa,good
33,triennale,impiegato,63697,own,30310,female,divorziato/a,italia,good
56,phd,manager,90671,own,7648,female,vedovo/a,europa,good
32,triennale,ceo,104916,rent,14540,male,sposato/a,extra-europa,good
40,triennale,impiegato,52976,own,25973,female,sposato/a,europa,good
52,magistrale,ceo,97252,own,40744,male,divorziato/a,italia,good
56,phd,ceo,96689,rent,48511,female,divorziato/a,italia,good
53,magistrale,impiegato,75269,own,36558,female,single,europa,good
42,triennale,manager,85389,own,42949,male,divorziato/a,europa,good
50,triennale,ceo,93986,rent,49665,male,single,europa,good
53,triennale,manager,90261,rent,43184,male,vedovo/a,extra-europa,good
55,triennale,impiegato,66974,own,25012,male,divorziato/a,italia,good
57,triennale,ceo,84566,rent,4618,female,sposato/a,italia,good
57,phd,manager,87208,rent,46432,male,vedovo/a,extra-europa,good
31,triennale,manager,94359,rent,10213,male,divorziato/a,extra-europa,good
55,triennale,manager,80173,rent,29372,male,sposato/a,italia,good
36,phd,manager,83394,own,40261,female,divorziato/a,europa,good
47,triennale,manager,92774,rent,27716,female,vedovo/a,europa,good
50,phd,impiegato,60222,own,35617,female,divorziato/a,europa,good
37,triennale,ceo,104038,own,14296,female,sposato/a,italia,good
55,magistrale,impiegato,52889,own,29989,female,divorziato/a,italia,good
35,magistrale,manager,90798,rent,30734,male,sposato/a,europa,good
36,phd,manager,80470,own,21255,male,sposato/a,europa,good
47,magistrale,impiegato,54866,own,43190,female,vedovo/a,italia,good
35,triennale,ceo,99769,rent,747,female,divorziato/a,italia,good
32,phd,impiegato,68121,own,19971,male,vedovo/a,italia,good
58,phd,ceo,107001,own,34605,female,vedovo/a,extra-europa,good
38,phd,ceo,99265,own,43749,female,vedovo/a,europa,good
35,triennale,manager,91582,own,37219,male,sposato/a,extra-europa,good
31,phd,ceo,95215,rent,21616,female,sposato/a,italia,good
31,phd,ceo,90778,rent,26282,female,vedovo/a,italia,good
50,triennale,impiegato,60341,own,4261,female,vedovo/a,italia,good
56,magistrale,ceo,117482,own,47342,female,sposato/a,italia,good
31,phd,ceo,85658,rent,31853,female,divorziato/a,italia,good
50,magistrale,manager,95590,rent,48834,male,sposato/a,extra-europa,good
59,phd,ceo,84327,rent,34593,female,divorziato/a,italia,good
52,magistrale,impiegato,58843,own,1124,female,vedovo/a,italia,good
45,triennale,impiegato,74807,own,21186,male,vedovo/a,italia,good
35,magistrale,ceo,107638,rent,5196,male,divorziato/a,europa,good
58,phd,ceo,94091,own,2280,male,divorziato/a,extra-europa,good
46,phd,ceo,98715,own,37963,female,divorziato/a,europa,good
57,magistrale,manager,85707,rent,27104,female,divorziato/a,italia,good
50,phd,impiegato,53601,own,33244,male,divorziato/a,italia,good
31,phd,ceo,103299,rent,18640,female,divorziato/a,italia,good
54,phd,ceo,103860,rent,31689,male,sposato/a,extra-europa,good
52,triennale,manager,89887,own,26802,female,divorziato/a,italia,good
57,triennale,ceo,83441,rent,5437,male,divorziato/a,europa,good
46,phd,ceo,119534,own,48052,female,single,europa,good
39,phd,ceo,102916,rent,37574,female,divorziato/a,italia,good
54,phd,manager,91904,rent,5912,male,divorziato/a,europa,good
44,triennale,manager,80126,rent,32335,female,vedovo/a,italia,good
51,phd,manager,99591,rent,47139,male,sposato/a,extra-europa,good
47,magistrale,impiegato,59312,own,47826,female,divorziato/a,italia,good
45,magistrale,ceo,101816,rent,21534,male,sposato/a,italia,good
32,phd,impiegato,59066,own,33161,female,sposato/a,extra-europa,good
33,magistrale,manager,96785,own,22347,male,single,italia,good
58,phd,ceo,89059,rent,12788,male,divorziato/a,italia,good
45,phd,ceo,96145,own,11443,male,sposato/a,italia,good
39,phd,ceo,101266,own,27932,female,divorziato/a,extra-europa,good
44,magistrale,impiegato,64026,own,45721,female,divorziato/a,italia,good
55,phd,ceo,110580,own,29708,male,vedovo/a,extra-europa,good
46,phd,ceo,92735,rent,3324,female,divorziato/a,italia,good
52,phd,manager,82071,rent,2486,male,single,extra-europa,good
35,triennale,manager,94699,rent,19375,male,sposato/a,extra-europa,good
33,phd,manager,82726,rent,18873,male,divorziato/a,extra-europa,good
57,phd,manager,82048,rent,29363,female,sposato/a,europa,good
48,magistrale,impiegato,67300,own,20696,female,single,italia,good
32,phd,ceo,107400,rent,11259,female,sposato/a,extra-europa,good
37,phd,manager,94213,rent,48900,male,sposato/a,extra-europa,good
33,triennale,manager,90381,rent,18582,male,sposato/a,italia,good
41,phd,ceo,103568,own,370,female,sposato/a,extra-europa,good
43,magistrale,manager,95646,rent,17061,female,vedovo/a,italia,good
35,triennale,ceo,96958,rent,30961,female,sposato/a,italia,good
31,phd,ceo,96829,own,45577,male,sposato/a,europa,good
37,phd,manager,84912,rent,36745,female,divorziato/a,italia,good
51,magistrale,manager,88975,rent,36117,male,vedovo/a,europa,good
52,phd,ceo,94713,rent,22234,male,sposato/a,italia,good
45,magistrale,ceo,94276,rent,1511,male,single,europa,good
49,triennale,ceo,91368,rent,8733,female,vedovo/a,italia,good
49,phd,ceo,102823,own,26211,male,vedovo/a,extra-europa,good
36,magistrale,ceo,93702,own,36531,female,divorziato/a,italia,good
42,phd,ceo,104738,rent,28169,male,vedovo/a,italia,good
36,phd,manager,87437,rent,13074,female,sposato/a,extra-europa,good
33,magistrale,manager,101070,rent,10487,female,single,europa,good
58,phd,ceo,106351,rent,7521,male,sposato/a,extra-europa,good
50,triennale,ceo,112019,rent,20707,male,sposato/a,extra-europa,good
56,magistrale,manager,84876,rent,5028,male,vedovo/a,italia,good
49,magistrale,ceo,114946,rent,38153,female,vedovo/a,extra-europa,good
33,phd,impiegato,56975,own,22199,female,divorziato/a,italia,good
53,triennale,ceo,88487,rent,9717,male,divorziato/a,italia,good
58,phd,ceo,109407,rent,37743,male,divorziato/a,extra-europa,good
33,triennale,ceo,104054,rent,180,male,sposato/a,italia,good
58,phd,ceo,100523,rent,963,female,sposato/a,italia,good
47,magistrale,ceo,108957,rent,8453,female,divorziato/a,italia,good
47,phd,impiegato,61052,own,38620,female,sposato/a,extra-europa,good
41,phd,ceo,115839,rent,12917,female,sposato/a,italia,good
35,triennale,manager,82328,own,5609,male,vedovo/a,europa,good
43,triennale,ceo,99946,own,16159,male,sposato/a,italia,good
57,triennale,impiegato,59169,own,41206,male,divorziato/a,extra-europa,good
43,phd,ceo,95634,own,37197,male,divorziato/a,italia,good
32,triennale,impiegato,73771,own,46079,female,divorziato/a,italia,good
31,magistrale,ceo,102236,rent,38600,female,vedovo/a,europa,good
45,phd,manager,89092,own,28939,female,sposato/a,italia,good
42,triennale,manager,95803,rent,9545,female,sposato/a,extra-europa,good
56,triennale,manager,86632,rent,42912,female,sposato/a,extra-europa,good
34,triennale,manager,90291,rent,30958,male,sposato/a,italia,good
43,phd,ceo,114581,rent,41971,female,single,europa,good
41,phd,ceo,89191,rent,16918,female,vedovo/a,extra-europa,good
46,magistrale,impiegato,68864,own,33481,female,divorziato/a,extra-europa,good
41,phd,ceo,96142,rent,36715,female,sposato/a,europa,good
36,phd,ceo,107369,own,21908,female,single,europa,good
31,phd,ceo,86168,own,39715,male,vedovo/a,europa,good
30,magistrale,manager,83329,rent,6946,female,sposato/a,italia,good
56,phd,ceo,83874,rent,36593,male,vedovo/a,italia,good
41,magistrale,ceo,93021,own,14798,female,sposato/a,italia,good
44,phd,ceo,101309,own,1765,female,divorziato/a,europa,good
38,phd,ceo,90399,rent,5558,male,single,italia,good
43,phd,manager,82898,rent,31157,female,sposato/a,extra-europa,good
51,triennale,manager,86636,own,25574,female,divorziato/a,extra-europa,good
35,phd,ceo,108720,own,27828,male,sposato/a,italia,good
52,magistrale,ceo,108577,rent,19514,male,single,extra-europa,good
49,phd,ceo,105899,rent,37522,male,sposato/a,europa,good
55,triennale,ceo,83986,own,41394,male,vedovo/a,extra-europa,good
47,phd,ceo,96168,rent,21931,female,divorziato/a,italia,good
57,phd,ceo,89426,own,16374,male,vedovo/a,extra-europa,good
45,triennale,manager,81856,rent,34417,male,sposato/a,italia,good
45,phd,ceo,112990,own,15869,female,vedovo/a,europa,good
55,phd,ceo,108410,rent,12561,female,sposato/a,italia,good
34,magistrale,ceo,89366,own,12378,male,single,europa,good
52,phd,ceo,87764,rent,38080,female,divorziato/a,italia,good
41,triennale,manager,81746,rent,27532,female,sposato/a,extra-europa,good
38,magistrale,ceo,107271,own,3721,female,divorziato/a,italia,good
48,triennale,manager,95651,rent,23706,male,divorziato/a,europa,good
45,phd,ceo,89971,rent,47378,female,divorziato/a,europa,good
48,phd,ceo,95559,own,8251,male,sposato/a,italia,good
57,triennale,manager,97159,rent,18135,female,sposato/a,europa,good
44,phd,manager,84587,rent,42648,female,sposato/a,europa,good
51,phd,manager,89891,own,39417,female,sposato/a,extra-europa,good
52,triennale,ceo,91295,rent,6642,male,divorziato/a,extra-europa,good
52,phd,manager,84721,rent,32472,female,sposato/a,extra-europa,good
49,triennale,manager,92516,rent,14636,female,divorziato/a,extra-europa,good
57,triennale,manager,96534,rent,33834,female,sposato/a,extra-europa,good
40,magistrale,ceo,113220,rent,30367,female,sposato/a,extra-europa,good
38,phd,ceo,112972,rent,39568,male,divorziato/a,italia,good
31,triennale,ceo,93631,rent,47546,female,sposato/a,extra-europa,good
47,phd,ceo,91063,rent,38139,male,vedovo/a,italia,good
41,phd,manager,85723,rent,13644,male,sposato/a,extra-europa,good
59,phd,ceo,97158,rent,28672,male,sposato/a,extra-europa,good
59,triennale,manager,99983,own,31303,female,divorziato/a,italia,good
30,triennale,ceo,95337,rent,24418,male,sposato/a,italia,good
57,phd,ceo,102250,own,48568,female,vedovo/a,europa,good
31,magistrale,manager,81715,rent,4540,male,divorziato/a,extra-europa,good
40,phd,ceo,107746,own,7575,female,sposato/a,europa,good
32,magistrale,ceo,98603,rent,46019,female,single,italia,good
51,triennale,manager,81845,own,45123,male,vedovo/a,extra-europa,good
42,phd,ceo,100429,rent,33271,male,single,europa,good
56,phd,impiegato,70862,own,45714,male,divorziato/a,extra-europa,good
40,triennale,ceo,99247,rent,19420,female,vedovo/a,italia,good
53,phd,ceo,105078,own,32241,female,divorziato/a,italia,good
33,triennale,ceo,92875,rent,29534,male,divorziato/a,extra-europa,good
53,phd,manager,80576,rent,46932,female,divorziato/a,europa,good
45,phd,manager,95393,rent,38639,female,divorziato/a,europa,good
40,phd,impiegato,59976,own,49883,male,sposato/a,italia,good
54,phd,manager,98674,rent,36208,female,vedovo/a,europa,good
44,magistrale,ceo,103120,rent,18587,female,sposato/a,italia,good
46,phd,manager,81144,rent,18023,male,sposato/a,extra-europa,good
55,triennale,impiegato,58423,own,21918,male,single,extra-europa,good
45,triennale,manager,96312,rent,36350,female,sposato/a,extra-europa,good
34,phd,manager,80622,rent,9912,male,single,italia,good
34,triennale,ceo,92982,rent,27951,female,sposato/a,extra-europa,good
38,triennale,ceo,89108,rent,6322,female,vedovo/a,italia,good
30,phd,ceo,103477,own,46964,male,sposato/a,extra-europa,good
53,magistrale,ceo,84925,own,35824,female,sposato/a,italia,good
43,magistrale,manager,94095,rent,154,female,sposato/a,extra-europa,good
31,phd,ceo,91236,rent,9296,male,divorziato/a,europa,good
35,phd,manager,89633,rent,15284,female,single,extra-europa,good
49,phd,ceo,106140,rent,9113,female,single,italia,good
51,triennale,impiegato,58098,own,16299,female,sposato/a,europa,good
59,phd,ceo,84348,rent,23633,male,divorziato/a,italia,good
51,magistrale,manager,99302,rent,6837,female,sposato/a,extra-europa,good
55,triennale,ceo,110933,rent,24193,female,sposato/a,extra-europa,good
43,magistrale,manager,83056,rent,41810,female,single,italia,good
47,triennale,manager,90378,own,40116,male,divorziato/a,extra-europa,good
34,magistrale,impiegato,61376,own,34817,male,vedovo/a,italia,good
39,phd,ceo,98400,rent,2223,male,sposato/a,europa,good
33,triennale,impiegato,65528,own,16893,male,divorziato/a,europa,good
50,triennale,manager,89959,own,41573,male,divorziato/a,europa,good
37,magistrale,impiegato,54192,own,12849,female,vedovo/a,europa,good
48,triennale,manager,84372,rent,31744,male,vedovo/a,europa,good
44,phd,manager,83616,own,19747,male,single,italia,good
35,phd,ceo,104823,own,8221,male,divorziato/a,europa,good
33,phd,ceo,95587,own,4590,male,single,extra-europa,good
40,phd,ceo,85908,rent,32665,female,sposato/a,extra-europa,good
50,triennale,ceo,85200,rent,47421,female,sposato/a,europa,good
58,triennale,ceo,98263,rent,38765,female,vedovo/a,extra-europa,good
56,phd,ceo,104886,rent,23603,male,divorziato/a,italia,good
36,triennale,manager,84358,rent,3618,male,divorziato/a,italia,good
38,phd,ceo,100999,own,4459,female,divorziato/a,europa,good
53,magistrale,ceo,105785,own,24362,male,sposato/a,europa,good
33,triennale,ceo,99902,rent,49607,male,divorziato/a,italia,good
54,triennale,ceo,101791,rent,3252,male,sposato/a,italia,good
54,triennale,manager,81562,rent,262,male,vedovo/a,europa,good
45,triennale,manager,89035,rent,8182,male,sposato/a,europa,good
49,phd,manager,81706,rent,9015,female,sposato/a,italia,good
56,phd,impiegato,65281,own,22251,female,vedovo/a,europa,good
46,magistrale,manager,82290,rent,7423,male,sposato/a,italia,good
36,magistrale,impiegato,65071,own,35556,female,sposato/a,extra-europa,good
42,phd,ceo,104590,rent,4975,male,sposato/a,italia,good
59,magistrale,manager,95117,own,32392,female,single,europa,good
37,phd,ceo,112054,rent,45280,male,sposato/a,italia,good
51,triennale,ceo,83301,rent,18378,female,vedovo/a,europa,good
47,triennale,ceo,104232,rent,43171,female,divorziato/a,extra-europa,good
30,phd,ceo,106978,own,2757,female,sposato/a,italia,good
31,triennale,impiegato,67894,own,27080,female,sposato/a,italia,good
51,triennale,manager,83618,rent,35980,male,vedovo/a,extra-europa,good
39,phd,ceo,92881,rent,24231,male,vedovo/a,extra-europa,good
48,phd,manager,90210,rent,38429,female,single,europa,good
48,magistrale,ceo,110504,own,46740,female,sposato/a,italia,good
58,phd,ceo,100677,rent,39600,male,divorziato/a,italia,good
31,triennale,manager,80084,own,21191,female,sposato/a,extra-europa,good
58,phd,manager,88131,own,31890,female,divorziato/a,italia,good
46,phd,manager,81848,rent,1926,female,vedovo/a,extra-europa,good
36,phd,ceo,95185,rent,35083,female,divorziato/a,extra-europa,good
55,triennale,impiegato,67786,own,5006,male,sposato/a,europa,good
36,triennale,ceo,102989,own,3165,female,divorziato/a,extra-europa,good
49,phd,ceo,107847,rent,20770,male,divorziato/a,europa,good
37,triennale,impiegato,64116,own,14591,male,sposato/a,extra-europa,good
55,triennale,impiegato,68597,own,10585,female,divorziato/a,europa,good
55,phd,ceo,100346,rent,44438,female,single,extra-europa,good
53,phd,manager,104346,own,24033,male,sposato/a,extra-europa,good
52,phd,manager,92274,rent,12728,male,sposato/a,extra-europa,good
53,triennale,ceo,100491,rent,37319,male,divorziato/a,extra-europa,good
32,triennale,impiegato,62521,own,36597,female,single,europa,good
56,phd,ceo,94291,rent,43123,male,divorziato/a,italia,good
30,phd,ceo,91667,rent,19860,female,single,extra-europa,good
46,phd,ceo,89407,rent,31702,female,vedovo/a,europa,good
50,phd,ceo,99826,rent,2601,female,divorziato/a,italia,good
31,triennale,manager,83831,rent,33952,male,divorziato/a,europa,good
46,phd,impiegato,74325,own,35156,female,vedovo/a,europa,good
43,triennale,manager,84999,rent,41915,male,divorziato/a,italia,good
31,magistrale,ceo,94751,own,13130,female,divorziato/a,europa,good
48,phd,impiegato,50896,own,25299,male,single,europa,good
